"Context","Original","Translation","Comments"
# encoding UTF-8
# PROP_DESC
"*","面の色を決定するテクスチャを指定。","Specifies the texture."
"*","普段テスクチャと呼んでいるものは基本コレです。","A texture is really just an image overlayed over the mesh."
"*","テクスチャパスは適当でも動きます。","You can even give a texture path instead of just a name"
"*","しかし、テクスチャ名はきちんと決めましょう。","But don't."
"*","暗い部分に乗算するグラデーション画像を指定します。","A gradient that multiplies and colors dark areas."
"*","陰部分の面の色を決定するテクスチャを指定。","Specifies the texture that determines the color of the shadow face."
"*","「_ShadowRateToon」で範囲を指定します。","'_ShadowRateToon' Specifies the range."
"*","「_ShadowTex」を有効にする部分を指定します。","'_ShadowTex' Specify to enable."
"*","黒色で有効、白色で無効。","Black is on, white is off."
"*","アウトラインを表現するためのテクスチャを指定。(未確認)","Specifies the texture for the outline. (unconfirmed)"
"*","_OutlineTexの暗い部分に乗算するグラデーション画像を指定します。(未確認)","Toon ramp for the outline texture. (unconfirmed)",
"*","面の色を指定。","Color."
"*","白色で無効。基本的に白色で良いでしょう。","White is valid, black is invalid. Leave it white in most cases."
"*","影の色を指定。白色で無効。","Color of the shadow"
"*","別の物体に遮られてできた「影」の色です。","Keep in mind, this is the color of any shadow casted ON your object"
"*","リムライトの色を指定。","Color of the rim light."
"*","リムライトとは縁にできる光の反射のことです。","This is lighting at the edge of your mesh. It's terrible."
"*","輪郭線の色を指定。","Color of your outline."
"*","黒にするか、テクスチャの明度を","Usually you pick black or something to match your texture color"
"*","落としたものを指定するとより良いでしょう。","It would be better to match a few shades darker"
"*","スペキュラーの強さを指定。0.0～1.0で指定。","Specular strength. 0.0-1.0."
"*","スペキュラーとは面の角度と光源の角度によって","Think of it as shine. Has it's uses."
"*","できるハイライトのことです。","Mostly in making certain materials"
"*","金属、皮、ガラスなどに使うと良いでしょう。","Use it for shiny materials like leather, metal, glass, etc."
"*","輪郭線の太さを指定。","Outline's width."
"*","0.002は太め、0.001は細め。","0.002 is thicc, 0.001 isn't."
"*","リムライトの強さを指定。","Rim Light Strength."
"*","この値は10以上なことも多いです。","Usually this value is found over 10."
"*","0に近い値だと正常に表示されません。","If it's near 0, it won't display properly."
"*","リムライトの幅を指定。","Width of rim light."
"*","0.0～1.0で指定。0.5でもかなり強い。","0.0-1.0 range。0.5 is pretty strong."
"*","モザイクシェーダーにある設定値。","This value affects mosiacs."
"*","特に設定の必要なし。","Don't even bother with this unless you know what you're doing."
"*","モザイクの粗さ","Mosaic Pixel Count"
"*","アルファのカットオフ値。","Alpha Cutoff Value."
"*","アルファ値がこの値より大きい部分だけがレンダリングされる","An alpha value of a texture must be atleast this high to be rendered"
"*","デプステストの実行方法を指定する。","Specify the depth test execution method."
# PROPS
"*","面の色を決定するテクスチャを指定。","Specify the texture that determines the color of the face."
"*","普段テスクチャと呼んでいるものは基本コレです。","What we usually call texture is the basic collection."
"*","テクスチャパスは適当でも動きます。","The texture path works, even if it's appropriate."
"*","しかし、テクスチャ名はきちんと決めましょう。","But let's decide the texture name properly."
"*","暗い部分に乗算するグラデーション画像を指定します。","Specify a gradient image to multiply the dark areas."
"*","陰部分の面の色を決定するテクスチャを指定。","Specify a texture that determines the color of the shaded surface."
"*","「_ShadowRateToon」で範囲を指定します。","Specify the range with '_ShadowRateToon'."
"*","「_ShadowTex」を有効にする部分を指定します。","Specify the part where '_ShadowTex' is enabled. "
"*","黒色で有効、白色で無効。","Valid in black, invalid in white."
"*","アウトラインを表現するためのテクスチャを指定。","Specify a texture to represent the outline."
"*","_OutlineTexの暗い部分に乗算するグラデーション画像を指定します。","Specifies a gradient image to multiply the dark areas of _OutlineTex.",
"*","モザイクシェーダーにある設定値。","Settings in the mosaic shader."
"*","特に設定の必要なし。","No special settings required."
"*","面の色を指定。","Specify the face color."
"*","白色で無効。基本的に白色で良いでしょう。","White is invalid. Basically white is fine."
"*","影の色を指定。白色で無効。","Specify the shadow color. White is invalid."
"*","別の物体に遮られてできた「影」の色です。","It is the color of the 'shadow' that is blocked by another object. "
"*","リムライトの色を指定。","Specify the color of the rim light."
"*","リムライトとは縁にできる光の反射のことです。","Rim light is the reflection of light on the edge."
"*","輪郭線の色を指定。","Specify the outline color."
"*","黒にするか、テクスチャの明度を","Make it black or make the texture lighter"
"*","落としたものを指定するとより良いでしょう。","It's better to specify what you dropped."
"*","スペキュラーの強さを指定。0.0～1.0で指定。","Specify the strength of the specular. Specify 0.0 to 1.0."
"*","スペキュラーとは面の角度と光源の角度によって","Specular depends on the angle of the surface and the angle of the light source"
"*","できるハイライトのことです。","It's a highlight you can do."
"*","金属、皮、ガラスなどに使うと良いでしょう。","Use it for metal, leather, glass, etc."
"*","輪郭線の太さを指定。","Specify the thickness of the contour line."
"*","0.002は太め、0.001は細め。","0.002 is thick, 0.001 is thin."
"*","リムライトの強さを指定。","Specify the strength of the rim light."
"*","この値は10以上なことも多いです。","This value is often 10 or more."
"*","0に近い値だと正常に表示されません。","If the value is close to 0, it will not be displayed normally."
"*","リムライトの幅を指定。","Specify the width of the rim light."
"*","0.0～1.0で指定。0.5でもかなり強い。","Specify between 0.0 and 1.0. Even 0.5 is quite strong."
"*","モザイクの粗さ","Mosaic roughness"
"*","アルファのカットオフ値。","Alpha cutoff value."
"*","アルファ値がこの値より大きい部分だけがレンダリングされる","Only the part where the alpha value is larger than this value is rendered"
"*","アルファのカットオフ値。","Alpha cutoff value."
"*","アルファ値がこの値より大きい部分だけがレンダリングされる","Only the part where the alpha value is larger than this value is rendered"
"*","デプステストの実行方法を指定する。","Specify how to run the depth test." 
# DataHandler
"*","リアル","Legacy"
"*","リアル 透過","Legacy Transparent"
"*","トゥーン","Toony Lighted"
"*","トゥーン 髪","Toony Hair Lighted"
"*","トゥーン 透過","Toony Lighted Trans"
"*","トゥーン 透過 NoZ","Toony Lighted Trans NoZ"
"*","トゥーン 透過 NoZTest","Toony Lighted Trans NoZTest"
"*","トゥーン 輪郭線","Toony Lighted Outline"
"*","トゥーン 輪郭線 Tex","Toony Lighted Outline Tex"
"*","トゥーン 輪郭線 髪","Toony Lighted Hair Outline"
"*","トゥーン 輪郭線 Tex 髪","Toony Lighted Hair Outline Tex"
"*","トゥーン 輪郭線 透過","Toony Lighted Outline Trans"
"*","トゥーン Cutout","Toony Lighted Cutout"
"*","トゥーン無し 透過","Lighted Transparent"
"*","トゥーン無し","Lighted"
"*","トゥーン無し Cutout","Lighted Cutout"
"*","発光","Unlit"
"*","発光 透過","Unlit Trans"
"*","モザイク","Mosiac"
"*","ご主人様","Man (Silhouette)"
"*","法線","Diffuse"
# Material
"*","mateファイルではありません。ヘッダ:%s","The mate file header doesn't seem to be correct:%s"
"*","Materialプロパティに未知の設定値タイプ({prop})が見つかりました。","Unknown setting value '{prop}' was found in the material!"
"*","Materialプロパティのtexタイプの設定値取得に失敗しました。","Failed to get setting value of tex type of material property."
"*","Materialプロパティのtexタイプの設定値取得に失敗しました。","Unknown setting value was found in the material!"
"*","未知の設定値タイプが見つかりました。","Unknown setpoint type was found!"
